time,angular velocity
13:47:26,8.691270006692912e+33
13:47:26,19.86069679260254
13:47:26,18.760990142822266
13:47:26,19.86069679260254
13:47:26,17.661285400390625
13:47:26,14.362168312072754
13:47:27,18.760990142822266
13:47:28,17.661285400390625
13:47:29,17.661285400390625
13:47:30,18.760990142822266
13:47:31,18.760990142822266
13:47:32,14.362168312072754
13:47:34,12.16275691986084
13:47:35,13.262462615966797
13:47:36,13.262462615966797
13:47:37,16.561580657958984
13:47:38,18.760990142822266
13:47:39,18.760990142822266
13:47:40,19.86069679260254
13:47:41,20.0
13:47:42,19.86069679260254
13:47:43,14.362168312072754
13:47:44,12.16275691986084
13:47:45,12.16275691986084
13:47:46,16.561580657958984
13:47:47,16.561580657958984
13:47:48,17.661285400390625
13:47:49,19.86069679260254
13:47:50,19.86069679260254
13:47:51,19.86069679260254
